Date,ETF,Price,Shares,Total_Invested
2021-01-14,SPY,357.4320678710937,0.0227,8.12
2021-01-14,VWO,46.51266479492188,0.0731,3.4
2021-01-14,QQQM,125.82221221923828,0.0269,3.38
2021-01-14,IAU,35.220001220703125,0.0758,2.67
2021-01-15,QQQ,304.1725158691406,0.0076,2.31
2021-01-15,SPY,354.8254699707031,0.0229,8.129999999999997
2021-01-15,VWO,45.97843551635742,0.0759,3.49
2021-01-15,QQQM,124.80894470214844,0.0278,3.47
2021-01-15,IAU,34.79999923706055,0.0747,2.6
2021-01-19,QQQ,308.6103820800781,0.0072,2.23
2021-01-19,SPY,357.611572265625,0.0228,8.15
2021-01-19,VWO,46.81042098999024,0.0763,3.57
2021-01-19,QQQM,126.68936920166016,0.0281,3.56
2021-01-19,IAU,35.099998474121094,0.0709,2.49
2021-01-20,QQQ,315.7889099121094,0.007,2.22
2021-01-20,SPY,362.5604553222656,0.0223,8.08
2021-01-20,VWO,47.62489318847656,0.076,3.62
2021-01-20,QQQM,129.6512451171875,0.0278,3.61
2021-01-20,IAU,35.65999984741211,0.0693,2.47
2021-01-21,QQQ,318.3150939941406,0.007,2.24
2021-01-21,SPY,362.8909606933594,0.0223,8.08
2021-01-21,VWO,47.6336555480957,0.0756,3.6
2021-01-21,QQQM,130.7034912109375,0.0275,3.59
2021-01-21,IAU,35.63999938964844,0.0699,2.49
2021-01-22,QQQ,317.3983459472656,0.0069,2.19
2021-01-22,SPY,361.60650634765625,0.0224,8.09
2021-01-22,VWO,47.29210662841797,0.0768,3.63
2021-01-22,QQQM,130.343017578125,0.0278,3.62
2021-01-22,IAU,35.380001068115234,0.0698,2.47
2021-01-25,QQQ,320.02197265625,0.0069,2.2
2021-01-25,SPY,363.0326232910156,0.0223,8.1
2021-01-25,VWO,47.52856063842773,0.076,3.61
2021-01-25,QQQM,131.1711883544922,0.0274,3.6
2021-01-25,IAU,35.380001068115234,0.0704,2.49
2021-01-26,QQQ,320.4901733398437,0.0068,2.19
2021-01-26,SPY,362.4659423828125,0.0224,8.12
2021-01-26,VWO,47.23080062866211,0.0764,3.61
2021-01-26,QQQM,131.57064819335938,0.0274,3.6
2021-01-26,IAU,35.29999923706055,0.0703,2.48
2021-01-27,QQQ,311.55596923828125,0.0062,1.92
2021-01-27,SPY,353.6072082519531,0.0248,8.760000000000002
2021-01-27,VWO,46.03097915649414,0.0763,3.51
2021-01-27,QQQM,128.07286071777344,0.0273,3.5
2021-01-27,IAU,35.099998474121094,0.0658,2.31
2021-01-28,QQQ,313.3993225097656,0.0062,1.94
2021-01-28,SPY,356.648193359375,0.0246,8.79
2021-01-28,VWO,46.24992752075195,0.075,3.47
2021-01-28,QQQM,128.68670654296875,0.0269,3.46
2021-01-28,IAU,35.099998474121094,0.0667,2.34
2021-01-29,QQQ,306.8060302734375,0.0056,1.73
2021-01-29,SPY,349.50830078125,0.0264,9.24
2021-01-29,VWO,45.26029586791992,0.0751,3.4
2021-01-29,QQQM,126.04630279541016,0.027,3.4
2021-01-29,IAU,35.099998474121094,0.0635,2.23
2021-02-01,QQQ,314.4722900390625,0.0049,1.53
2021-02-01,SPY,355.3259582519531,0.0266,9.46
2021-02-01,VWO,46.407562255859375,0.0748,3.47
2021-02-01,QQQM,129.13482666015625,0.0269,3.47
2021-02-01,IAU,35.41999816894531,0.0584,2.07
2021-02-02,QQQ,319.6025695800781,0.0049,1.58
2021-02-02,SPY,360.3504028320313,0.0264,9.51
2021-02-02,VWO,47.13446044921875,0.0728,3.43
2021-02-02,QQQM,131.2540283203125,0.0261,3.43
2021-02-02,IAU,34.97999954223633,0.0586,2.05
2021-02-03,QQQ,318.3346252441406,0.005,1.6
2021-02-03,SPY,360.6337890625,0.0263,9.5
2021-02-03,VWO,47.30961227416992,0.0721,3.41
2021-02-03,QQQM,130.77169799804688,0.0261,3.41
2021-02-03,IAU,34.91999816894531,0.0596,2.08
2021-02-04,QQQ,322.0995178222656,0.0051,1.65
2021-02-04,SPY,364.7327270507813,0.0254,9.249999999999998
2021-02-04,VWO,47.379676818847656,0.0739,3.5
2021-02-04,QQQM,132.16494750976562,0.0265,3.5
2021-02-04,IAU,34.18000030517578,0.0614,2.1
2021-02-05,QQQ,323.1918334960937,0.0051,1.65
2021-02-05,SPY,366.1681823730469,0.0251,9.2
2021-02-05,VWO,47.72998809814453,0.0737,3.52
2021-02-05,QQQM,132.6911163330078,0.0265,3.52
2021-02-05,IAU,34.540000915527344,0.0611,2.11
2021-02-08,QQQ,325.3571472167969,0.0053,1.71
2021-02-08,SPY,368.8126220703125,0.0248,9.140000000000002
2021-02-08,VWO,47.97520065307617,0.073,3.5
2021-02-08,QQQM,133.519287109375,0.0262,3.5
2021-02-08,IAU,34.900001525878906,0.0616,2.15
2021-02-09,QQQ,325.2889099121094,0.0053,1.72
2021-02-09,SPY,368.5670471191406,0.0248,9.14
2021-02-09,VWO,48.509422302246094,0.0719,3.49
2021-02-09,QQQM,133.49002075195312,0.0262,3.5
2021-02-09,IAU,34.97999954223633,0.0615,2.15
2021-02-10,QQQ,324.5476379394531,0.0054,1.75
2021-02-10,SPY,368.4065246582031,0.0248,9.120000000000003
2021-02-10,VWO,48.614524841308594,0.0716,3.48
2021-02-10,QQQM,133.15875244140625,0.0261,3.48
2021-02-10,IAU,35.13999938964844,0.0618,2.17
2021-02-11,QQQ,326.33251953125,0.0054,1.76
2021-02-11,SPY,369.00146484375,0.0247,9.129999999999997
2021-02-11,VWO,49.12248229980469,0.0706,3.47
2021-02-11,QQQM,133.90797424316406,0.0259,3.47
2021-02-11,IAU,34.81999969482422,0.0623,2.17
2021-02-12,QQQ,328.1564025878906,0.0054,1.78
2021-02-12,SPY,370.8243103027344,0.0246,9.110000000000001
2021-02-12,EEM,52.67368316650391,0.0008,0.04
2021-02-12,VWO,49.21005630493164,0.0699,3.44
2021-02-12,QQQM,134.73716735839844,0.0255,3.44
2021-02-12,IAU,34.720001220703125,0.0631,2.19
2021-02-16,QQQ,327.26885986328125,0.0055,1.81
2021-02-16,SPY,370.5031433105469,0.0243,9.010000000000002
2021-02-16,EEM,52.801265716552734,0.0008,0.04
2021-02-16,VWO,49.35017395019531,0.0701,3.46
2021-02-16,QQQM,134.36692810058594,0.0258,3.46
2021-02-16,IAU,34.20000076293945,0.0649,2.22
2021-02-17,QQQ,325.6985778808594,0.0056,1.84
2021-02-17,SPY,370.588134765625,0.0241,8.94
2021-02-17,EEM,52.81949615478516,0.0009,0.05
2021-02-17,VWO,49.47278594970703,0.0699,3.46
2021-02-17,QQQM,133.70436096191406,0.0259,3.46
2021-02-17,IAU,33.84000015258789,0.0665,2.25
2021-02-18,QQQ,324.2745666503906,0.0054,1.76
2021-02-18,SPY,369.0109252929688,0.0244,9.020000000000001
2021-02-18,EEM,52.0904426574707,0.0023,0.12
2021-02-18,VWO,48.83346939086914,0.0709,3.46
2021-02-18,QQQM,133.13929748535156,0.026,3.46
2021-02-18,IAU,33.81999969482422,0.0645,2.18
2021-02-19,QQQ,322.8602905273437,0.0055,1.77
2021-02-19,SPY,368.3592834472656,0.0245,9.009999999999998
2021-02-19,EEM,52.42762756347656,0.0029,0.15
2021-02-19,VWO,49.09620666503906,0.0701,3.44
2021-02-19,QQQM,132.46701049804688,0.026,3.44
2021-02-19,IAU,33.959999084472656,0.0645,2.19
